
0.001000, 5
0.004000, 10
0.012000, 15
0.027000, 20
0.058000, 25
0.091000, 30
0.147000, 35
0.217000, 40
0.314000, 45
0.418000, 50
0.578000, 55
0.725000, 60
0.920000, 65
1.160000, 70
1.429000, 75
1.804000, 80
2.086000, 85
2.464000, 90
3.050000, 95
3.495000, 100
4.045000, 105
4.654000, 110
5.282000, 115
5.966000, 120
6.764000, 125
7.619000, 130
8.564000, 135
9.576000, 140
10.592000, 145
11.675000, 150
12.870000, 155
14.204000, 160
15.623000, 165
16.999000, 170
18.587000, 175
20.211000, 180
21.872000, 185
23.831000, 190
25.756000, 195
27.712000, 200
29.951000, 205
32.141000, 210
34.470000, 215
37.043000, 220
39.481000, 225
42.232000, 230
44.804000, 235
47.442000, 240
50.557000, 245
53.696000, 250
56.869000, 255
60.354000, 260
63.908000, 265
67.856000, 270
71.351000, 275
75.369000, 280
79.425000, 285
93.891000, 290
88.442000, 295
92.705000, 300
97.980000, 305
102.078000, 310
107.098000, 315
112.102000, 320
117.604000, 325
122.839000, 330
128.544000, 335
134.616000, 340
140.377000, 345
146.390000, 350
152.713000, 355
159.284000, 360
165.978000, 365
173.005000, 370
180.198000, 375
187.354000, 380
194.849000, 385
202.190000, 390
209.961000, 395
218.527000, 400
226.920000, 405
235.906000, 410
246.330000, 415
256.635000, 420
269.182000, 425
282.906000, 430
286.167000, 435
294.677000, 440
304.425000, 445
314.542000, 450
329.975000, 455
335.756000, 460
346.799000, 465
360.813000, 470
369.166000, 475
380.765000, 480
396.788000, 485
422.656000, 490
424.253000, 495
