
0.002000, 5
0.004000, 10
0.011000, 15
0.029000, 20
0.053000, 25
0.106000, 30
0.176000, 35
0.234000, 40
0.316000, 45
0.423000, 50
0.558000, 55
0.724000, 60
0.923000, 65
1.143000, 70
1.464000, 75
1.692000, 80
2.102000, 85
2.430000, 90
2.927000, 95
3.401000, 100
3.974000, 105
4.574000, 110
5.148000, 115
5.868000, 120
6.590000, 125
7.462000, 130
8.321000, 135
9.309000, 140
10.291000, 145
11.388000, 150
12.654000, 155
13.879000, 160
15.145000, 165
16.631000, 170
18.174000, 175
19.621000, 180
21.346000, 185
23.163000, 190
25.063000, 195
27.020000, 200
29.137000, 205
31.256000, 210
33.388000, 215
35.873000, 220
38.520000, 225
41.094000, 230
43.585000, 235
46.516000, 240
49.698000, 245
52.667000, 250
55.737000, 255
59.001000, 260
62.369000, 265
67.464000, 270
70.284000, 275
73.864000, 280
77.981000, 285
82.094000, 290
86.863000, 295
90.845000, 300
95.669000, 305
99.981000, 310
105.389000, 315
110.710000, 320
116.585000, 325
124.069000, 330
127.248000, 335
132.014000, 340
137.691000, 345
144.588000, 350
150.323000, 355
157.154000, 360
163.405000, 365
170.716000, 370
176.877000, 375
185.144000, 380
198.352000, 385
202.479000, 390
209.002000, 395
219.648000, 400
225.000000, 405
232.606000, 410
241.673000, 415
250.907000, 420
261.143000, 425
268.627000, 430
277.826000, 435
287.429000, 440
297.439000, 445
305.274000, 450
330.526000, 455
324.697000, 460
335.146000, 465
347.420000, 470
376.923000, 475
371.151000, 480
383.156000, 485
396.062000, 490
408.220000, 495
