
0.000000, 5
0.004000, 10
0.011000, 15
0.026000, 20
0.051000, 25
0.087000, 30
0.139000, 35
0.222000, 40
0.298000, 45
0.410000, 50
0.540000, 55
0.708000, 60
0.894000, 65
1.115000, 70
1.386000, 75
1.713000, 80
2.024000, 85
2.403000, 90
2.971000, 95
3.383000, 100
3.893000, 105
4.512000, 110
5.066000, 115
5.904000, 120
6.585000, 125
7.348000, 130
8.286000, 135
9.300000, 140
10.273000, 145
11.299000, 150
12.458000, 155
13.684000, 160
15.032000, 165
16.460000, 170
18.153000, 175
19.538000, 180
21.108000, 185
22.897000, 190
24.770000, 195
26.723000, 200
28.777000, 205
30.960000, 210
33.226000, 215
35.625000, 220
38.091000, 225
40.595000, 230
43.076000, 235
46.271000, 240
48.832000, 245
51.983000, 250
55.069000, 255
58.382000, 260
61.716000, 265
65.319000, 270
69.108000, 275
72.886000, 280
78.502000, 285
82.488000, 290
86.466000, 295
89.316000, 300
93.877000, 305
98.874000, 310
103.486000, 315
108.611000, 320
113.733000, 325
119.557000, 330
124.422000, 335
130.203000, 340
135.909000, 345
142.193000, 350
148.458000, 355
154.668000, 360
161.395000, 365
169.045000, 370
176.106000, 375
182.890000, 380
190.580000, 385
197.621000, 390
205.379000, 395
213.643000, 400
221.873000, 405
229.106000, 410
236.617000, 415
245.105000, 420
254.346000, 425
263.483000, 430
272.423000, 435
281.568000, 440
292.108000, 445
301.640000, 450
312.321000, 455
321.884000, 460
331.993000, 465
343.000000, 470
355.145000, 475
368.286000, 480
382.490000, 485
393.780000, 490
401.982000, 495
