
5, 0
10, 0
15, 0
20, 0
25, 0
30, 0
35, 0
40, 0
45, 2
50, 2
55, 3
60, 2
65, 5
70, 4
75, 6
80, 5
85, 9
90, 13
95, 16
100, 15
105, 19
110, 23
115, 27
120, 29
125, 37
130, 74
135, 61
140, 59
145, 68
150, 74
155, 64
160, 69
165, 82
170, 91
175, 88
180, 101
185, 144
190, 123
195, 122
200, 162
205, 138
210, 149
215, 163
220, 171
225, 187
230, 233
235, 294
240, 253
245, 247
250, 255
255, 273
260, 297
265, 346
270, 348
275, 352
280, 374
285, 386
290, 433
295, 431
300, 368
305, 327
310, 374
315, 467
320, 541
325, 573
330, 547
335, 640
340, 675
345, 669
350, 560
355, 649
360, 887
365, 823
370, 809
375, 910
380, 943
385, 1032
390, 979
395, 1242
400, 1126
405, 1313
410, 1297
415, 1256
420, 1394
425, 1281
430, 1562
435, 1358
440, 1639
445, 1670
450, 1652
455, 1601
460, 1924
465, 1914
470, 1866
475, 2089
480, 1804
485, 1955
490, 1998
495, 2094
