
5, 0
10, 0
15, 0
20, 0
25, 0
30, 0
35, 0
40, 0
45, 0
50, 0
55, 0
60, 0
65, 0
70, 0
75, 0
80, 0
85, 0
90, 0
95, 0
100, 0
105, 0
110, 0
115, 0
120, 1
125, 1
130, 1
135, 1
140, 1
145, 2
150, 2
155, 2
160, 2
165, 3
170, 3
175, 3
180, 4
185, 4
190, 4
195, 5
200, 5
205, 6
210, 6
215, 6
220, 7
225, 8
230, 8
235, 9
240, 10
245, 10
250, 11
255, 11
260, 12
265, 13
270, 14
275, 14
280, 15
285, 16
290, 17
295, 18
300, 19
305, 20
310, 21
315, 22
320, 30
325, 24
330, 25
335, 26
340, 30
345, 29
350, 30
355, 31
360, 33
365, 34
370, 36
375, 37
380, 39
385, 43
390, 43
395, 44
400, 46
405, 48
410, 50
415, 51
420, 53
425, 55
430, 57
435, 60
440, 61
445, 64
450, 65
455, 67
460, 70
465, 72
470, 75
475, 76
480, 80
485, 81
490, 84
495, 87
