
5, 0
10, 0
15, 0
20, 0
25, 0
30, 0
35, 0
40, 0
45, 0
50, 0
55, 0
60, 0
65, 0
70, 1
75, 1
80, 1
85, 2
90, 2
95, 2
100, 3
105, 3
110, 4
115, 5
120, 5
125, 6
130, 7
135, 8
140, 9
145, 10
150, 11
155, 12
160, 13
165, 14
170, 16
175, 17
180, 19
185, 21
190, 22
195, 24
200, 26
205, 28
210, 30
215, 32
220, 35
225, 37
230, 40
235, 42
240, 45
245, 48
250, 51
255, 54
260, 57
265, 61
270, 65
275, 68
280, 72
285, 77
290, 81
295, 85
300, 89
305, 93
310, 98
315, 103
320, 108
325, 113
330, 118
335, 124
340, 129
345, 135
350, 141
355, 147
360, 153
365, 159
370, 167
375, 173
380, 180
385, 187
390, 195
395, 202
400, 210
405, 218
410, 226
415, 234
420, 244
425, 252
430, 261
435, 270
440, 280
445, 289
450, 299
455, 309
460, 319
465, 330
470, 341
475, 352
480, 364
485, 374
490, 386
495, 398
